row_type,cell_id,transform,measurability,drawing_id,param_idx,param,n_lid,n_flip,violation_frac,r_meta,verdict
obs,F01,translate,MEASURABLE,high_quality_architectural_9905,2,"{""dx_over_D"":-10.0,""dy_over_D"":3.0}",673,0,0.00000000,,
obs,F01,translate,MEASURABLE,high_quality_architectural_9925,0,"{""dx_over_D"":0.1,""dy_over_D"":-0.2}",1389,0,0.00000000,,
obs,F01,translate,MEASURABLE,high_quality_architectural_9925,1,"{""dx_over_D"":10.0,""dy_over_D"":10.0}",1389,0,0.00000000,,
obs,F01,translate,MEASURABLE,high_quality_architectural_9925,2,"{""dx_over_D"":-10.0,""dy_over_D"":3.0}",1389,0,0.00000000,,
obs,F01,translate,MEASURABLE,high_quality_architectural_9935,0,"{""dx_over_D"":0.1,""dy_over_D"":-0.2}",876,0,0.00000000,,
obs,F01,translate,MEASURABLE,high_quality_architectural_9935,1,"{""dx_over_D"":10.0,""dy_over_D"":10.0}",876,0,0.00000000,,
obs,F01,translate,MEASURABLE,high_quality_architectural_9935,2,"{""dx_over_D"":-10.0,""dy_over_D"":3.0}",876,0,0.00000000,,
obs,F01,translate,MEASURABLE,high_quality_architectural_9936,0,"{""dx_over_D"":0.1,""dy_over_D"":-0.2}",1423,0,0.00000000,,
obs,F01,translate,MEASURABLE,high_quality_architectural_9936,1,"{""dx_over_D"":10.0,""dy_over_D"":10.0}",1423,0,0.00000000,,
obs,F01,translate,MEASURABLE,high_quality_architectural_9936,2,"{""dx_over_D"":-10.0,""dy_over_D"":3.0}",1423,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_1261,0,"{""deg"":17.0}",1909,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_1261,1,"{""deg"":90.0}",1909,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_1261,2,"{""deg"":173.0}",1909,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_13804,0,"{""deg"":17.0}",875,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_13804,1,"{""deg"":90.0}",875,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_13804,2,"{""deg"":173.0}",875,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_13824,0,"{""deg"":17.0}",1672,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_13824,1,"{""deg"":90.0}",1672,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_13824,2,"{""deg"":173.0}",1672,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_13826,0,"{""deg"":17.0}",1370,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_13826,1,"{""deg"":90.0}",1370,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_13826,2,"{""deg"":173.0}",1370,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14036,0,"{""deg"":17.0}",518,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14036,1,"{""deg"":90.0}",518,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14036,2,"{""deg"":173.0}",518,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14126,0,"{""deg"":17.0}",1007,2,0.00198610,,
obs,F02,rotate,MEASURABLE,colorful_14126,1,"{""deg"":90.0}",1007,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14126,2,"{""deg"":173.0}",1007,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14147,0,"{""deg"":17.0}",792,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14147,1,"{""deg"":90.0}",792,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14147,2,"{""deg"":173.0}",792,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14175,0,"{""deg"":17.0}",528,2,0.00378788,,
obs,F02,rotate,MEASURABLE,colorful_14175,1,"{""deg"":90.0}",528,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14175,2,"{""deg"":173.0}",528,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14418,0,"{""deg"":17.0}",1529,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14418,1,"{""deg"":90.0}",1529,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14418,2,"{""deg"":173.0}",1529,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14599,0,"{""deg"":17.0}",597,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14599,1,"{""deg"":90.0}",597,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14599,2,"{""deg"":173.0}",597,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14660,0,"{""deg"":17.0}",866,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14660,1,"{""deg"":90.0}",866,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14660,2,"{""deg"":173.0}",866,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14887,0,"{""deg"":17.0}",545,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14887,1,"{""deg"":90.0}",545,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14887,2,"{""deg"":173.0}",545,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14923,0,"{""deg"":17.0}",779,1,0.00128370,,
obs,F02,rotate,MEASURABLE,colorful_14923,1,"{""deg"":90.0}",779,2,0.00256739,,
obs,F02,rotate,MEASURABLE,colorful_14923,2,"{""deg"":173.0}",779,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14926,0,"{""deg"":17.0}",368,2,0.00543478,,
obs,F02,rotate,MEASURABLE,colorful_14926,1,"{""deg"":90.0}",368,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14926,2,"{""deg"":173.0}",368,2,0.00543478,,
obs,F02,rotate,MEASURABLE,colorful_14927,0,"{""deg"":17.0}",398,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14927,1,"{""deg"":90.0}",398,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14927,2,"{""deg"":173.0}",398,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14928,0,"{""deg"":17.0}",386,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14928,1,"{""deg"":90.0}",386,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14928,2,"{""deg"":173.0}",386,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14935,0,"{""deg"":17.0}",644,2,0.00310559,,
obs,F02,rotate,MEASURABLE,colorful_14935,1,"{""deg"":90.0}",644,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_14935,2,"{""deg"":173.0}",644,1,0.00155280,,
obs,F02,rotate,MEASURABLE,colorful_1554,0,"{""deg"":17.0}",561,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_1554,1,"{""deg"":90.0}",561,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_1554,2,"{""deg"":173.0}",561,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_1603,0,"{""deg"":17.0}",628,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_1603,1,"{""deg"":90.0}",628,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_1603,2,"{""deg"":173.0}",628,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_3068,0,"{""deg"":17.0}",1019,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_3068,1,"{""deg"":90.0}",1019,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_3068,2,"{""deg"":173.0}",1019,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_3182,0,"{""deg"":17.0}",536,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_3182,1,"{""deg"":90.0}",536,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_3182,2,"{""deg"":173.0}",536,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_3821,0,"{""deg"":17.0}",454,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_3821,1,"{""deg"":90.0}",454,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_3821,2,"{""deg"":173.0}",454,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_6628,0,"{""deg"":17.0}",997,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_6628,1,"{""deg"":90.0}",997,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_6628,2,"{""deg"":173.0}",997,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_9245,0,"{""deg"":17.0}",703,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_9245,1,"{""deg"":90.0}",703,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_9245,2,"{""deg"":173.0}",703,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_9300,0,"{""deg"":17.0}",491,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_9300,1,"{""deg"":90.0}",491,0,0.00000000,,
obs,F02,rotate,MEASURABLE,colorful_9300,2,"{""deg"":173.0}",491,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_13847,0,"{""deg"":17.0}",612,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_13847,1,"{""deg"":90.0}",612,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_13847,2,"{""deg"":173.0}",612,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14017,0,"{""deg"":17.0}",723,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14017,1,"{""deg"":90.0}",723,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14017,2,"{""deg"":173.0}",723,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14030,0,"{""deg"":17.0}",464,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14030,1,"{""deg"":90.0}",464,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14030,2,"{""deg"":173.0}",464,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14040,0,"{""deg"":17.0}",467,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14040,1,"{""deg"":90.0}",467,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14040,2,"{""deg"":173.0}",467,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14061,0,"{""deg"":17.0}",787,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14061,1,"{""deg"":90.0}",787,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14061,2,"{""deg"":173.0}",787,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14094,0,"{""deg"":17.0}",2861,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14094,1,"{""deg"":90.0}",2861,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14094,2,"{""deg"":173.0}",2861,2,0.00069906,,
obs,F02,rotate,MEASURABLE,high_quality_14127,0,"{""deg"":17.0}",405,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14127,1,"{""deg"":90.0}",405,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14127,2,"{""deg"":173.0}",405,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14157,0,"{""deg"":17.0}",729,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14157,1,"{""deg"":90.0}",729,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14157,2,"{""deg"":173.0}",729,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14178,0,"{""deg"":17.0}",978,1,0.00102249,,
obs,F02,rotate,MEASURABLE,high_quality_14178,1,"{""deg"":90.0}",978,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14178,2,"{""deg"":173.0}",978,2,0.00204499,,
obs,F02,rotate,MEASURABLE,high_quality_14242,0,"{""deg"":17.0}",487,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14242,1,"{""deg"":90.0}",487,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14242,2,"{""deg"":173.0}",487,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14250,0,"{""deg"":17.0}",1098,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14250,1,"{""deg"":90.0}",1098,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14250,2,"{""deg"":173.0}",1098,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14252,0,"{""deg"":17.0}",688,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14252,1,"{""deg"":90.0}",688,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_14252,2,"{""deg"":173.0}",688,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1547,0,"{""deg"":17.0}",345,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1547,1,"{""deg"":90.0}",345,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1547,2,"{""deg"":173.0}",345,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1647,0,"{""deg"":17.0}",461,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1647,1,"{""deg"":90.0}",461,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1647,2,"{""deg"":173.0}",461,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_17,0,"{""deg"":17.0}",664,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_17,1,"{""deg"":90.0}",664,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_17,2,"{""deg"":173.0}",664,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1885,0,"{""deg"":17.0}",661,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1885,1,"{""deg"":90.0}",661,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1885,2,"{""deg"":173.0}",661,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1942,0,"{""deg"":17.0}",590,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1942,1,"{""deg"":90.0}",590,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1942,2,"{""deg"":173.0}",590,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1950,0,"{""deg"":17.0}",1282,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1950,1,"{""deg"":90.0}",1282,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_1950,2,"{""deg"":173.0}",1282,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_2554,0,"{""deg"":17.0}",739,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_2554,1,"{""deg"":90.0}",739,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_2554,2,"{""deg"":173.0}",739,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3191,0,"{""deg"":17.0}",643,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3191,1,"{""deg"":90.0}",643,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3191,2,"{""deg"":173.0}",643,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3503,0,"{""deg"":17.0}",343,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3503,1,"{""deg"":90.0}",343,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3503,2,"{""deg"":173.0}",343,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3522,0,"{""deg"":17.0}",748,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3522,1,"{""deg"":90.0}",748,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3522,2,"{""deg"":173.0}",748,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3566,0,"{""deg"":17.0}",533,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3566,1,"{""deg"":90.0}",533,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3566,2,"{""deg"":173.0}",533,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3650,0,"{""deg"":17.0}",603,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3650,1,"{""deg"":90.0}",603,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_3650,2,"{""deg"":173.0}",603,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4026,0,"{""deg"":17.0}",366,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4026,1,"{""deg"":90.0}",366,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4026,2,"{""deg"":173.0}",366,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4542,0,"{""deg"":17.0}",373,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4542,1,"{""deg"":90.0}",373,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4542,2,"{""deg"":173.0}",373,1,0.00268097,,
obs,F02,rotate,MEASURABLE,high_quality_4548,0,"{""deg"":17.0}",1325,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4548,1,"{""deg"":90.0}",1325,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4548,2,"{""deg"":173.0}",1325,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4773,0,"{""deg"":17.0}",1202,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4773,1,"{""deg"":90.0}",1202,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4773,2,"{""deg"":173.0}",1202,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4893,0,"{""deg"":17.0}",601,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4893,1,"{""deg"":90.0}",601,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_4893,2,"{""deg"":173.0}",601,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5011,0,"{""deg"":17.0}",766,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5011,1,"{""deg"":90.0}",766,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5011,2,"{""deg"":173.0}",766,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5080,0,"{""deg"":17.0}",620,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5080,1,"{""deg"":90.0}",620,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5080,2,"{""deg"":173.0}",620,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5133,0,"{""deg"":17.0}",297,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5133,1,"{""deg"":90.0}",297,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5133,2,"{""deg"":173.0}",297,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5668,0,"{""deg"":17.0}",341,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5668,1,"{""deg"":90.0}",341,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5668,2,"{""deg"":173.0}",341,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5682,0,"{""deg"":17.0}",581,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5682,1,"{""deg"":90.0}",581,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5682,2,"{""deg"":173.0}",581,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5690,0,"{""deg"":17.0}",1060,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5690,1,"{""deg"":90.0}",1060,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5690,2,"{""deg"":173.0}",1060,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5767,0,"{""deg"":17.0}",586,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5767,1,"{""deg"":90.0}",586,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5767,2,"{""deg"":173.0}",586,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5773,0,"{""deg"":17.0}",604,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5773,1,"{""deg"":90.0}",604,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5773,2,"{""deg"":173.0}",604,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5968,0,"{""deg"":17.0}",547,10,0.01828154,,
obs,F02,rotate,MEASURABLE,high_quality_5968,1,"{""deg"":90.0}",547,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5968,2,"{""deg"":173.0}",547,14,0.02559415,,
obs,F02,rotate,MEASURABLE,high_quality_5984,0,"{""deg"":17.0}",612,14,0.02287582,,
obs,F02,rotate,MEASURABLE,high_quality_5984,1,"{""deg"":90.0}",612,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_5984,2,"{""deg"":173.0}",612,13,0.02124183,,
obs,F02,rotate,MEASURABLE,high_quality_6388,0,"{""deg"":17.0}",500,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_6388,1,"{""deg"":90.0}",500,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_6388,2,"{""deg"":173.0}",500,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_665,0,"{""deg"":17.0}",1180,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_665,1,"{""deg"":90.0}",1180,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_665,2,"{""deg"":173.0}",1180,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_6702,0,"{""deg"":17.0}",482,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_6702,1,"{""deg"":90.0}",482,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_6702,2,"{""deg"":173.0}",482,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_7082,0,"{""deg"":17.0}",1302,2,0.00153610,,
obs,F02,rotate,MEASURABLE,high_quality_7082,1,"{""deg"":90.0}",1302,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_7082,2,"{""deg"":173.0}",1302,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_729,0,"{""deg"":17.0}",775,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_729,1,"{""deg"":90.0}",775,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_729,2,"{""deg"":173.0}",775,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_751,0,"{""deg"":17.0}",742,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_751,1,"{""deg"":90.0}",742,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_751,2,"{""deg"":173.0}",742,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_7523,0,"{""deg"":17.0}",360,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_7523,1,"{""deg"":90.0}",360,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_7523,2,"{""deg"":173.0}",360,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_7767,0,"{""deg"":17.0}",472,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_7767,1,"{""deg"":90.0}",472,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_7767,2,"{""deg"":173.0}",472,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_8079,0,"{""deg"":17.0}",432,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_8079,1,"{""deg"":90.0}",432,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_8079,2,"{""deg"":173.0}",432,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_8151,0,"{""deg"":17.0}",389,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_8151,1,"{""deg"":90.0}",389,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_8151,2,"{""deg"":173.0}",389,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_8661,0,"{""deg"":17.0}",809,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_8661,1,"{""deg"":90.0}",809,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_8661,2,"{""deg"":173.0}",809,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9002,0,"{""deg"":17.0}",679,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9002,1,"{""deg"":90.0}",679,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9002,2,"{""deg"":173.0}",679,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9619,0,"{""deg"":17.0}",370,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9619,1,"{""deg"":90.0}",370,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9619,2,"{""deg"":173.0}",370,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9920,0,"{""deg"":17.0}",611,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9920,1,"{""deg"":90.0}",611,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9920,2,"{""deg"":173.0}",611,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9939,0,"{""deg"":17.0}",672,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9939,1,"{""deg"":90.0}",672,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_9939,2,"{""deg"":173.0}",672,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1066,0,"{""deg"":17.0}",863,4,0.00463499,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1066,1,"{""deg"":90.0}",863,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1066,2,"{""deg"":173.0}",863,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1075,0,"{""deg"":17.0}",1709,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1075,1,"{""deg"":90.0}",1709,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1075,2,"{""deg"":173.0}",1709,1,0.00058514,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1089,0,"{""deg"":17.0}",687,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1089,1,"{""deg"":90.0}",687,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1089,2,"{""deg"":173.0}",687,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1101,0,"{""deg"":17.0}",705,1,0.00141844,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1101,1,"{""deg"":90.0}",705,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1101,2,"{""deg"":173.0}",705,6,0.00851064,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1162,0,"{""deg"":17.0}",1229,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1162,1,"{""deg"":90.0}",1229,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1162,2,"{""deg"":173.0}",1229,0,0.00000000,,
obs,F02,rotate,MEASURABLE,high_quality_architectural_1220,0,"{""deg"":17.0}",1210,0,0.00000000,,
